edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(255458627, 1561803227)",33,Emrichruhstraße,"{""type"":""LineString"",""coordinates"":[[8.2268698,50.020775],[8.2268321,50.0207645],[8.2264659,50.0206623]]}",0.031,0,0,1,1.874
"(34581906, 698111346)",33,Alexander-Diehl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2916275,49.9829242],[8.29247,49.9834409],[8.292705,49.9835903]]}",0.107,0,0,1,0.546
"(255734841, 255734834)",33,Chattenstraße,"{""type"":""LineString"",""coordinates"":[[8.3008048,49.9789404],[8.3015706,49.9796623]]}",0.097,0,0,1,0.219
"(5085801704, 10284365235)",33,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2801281,49.9813514],[8.2802072,49.9808058]]}",0.061,0,1,0,1.199
"(8272815761, 144602914)",33,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2613085,49.965726],[8.2623178,49.9660996]]}",0.083,0,0,0,1.008
"(1561821723, 255451725)",33,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2319463,50.0196144],[8.2322373,50.019468]]}",0.026,0,0,1,1.535
"(255326623, 255326624)",33,Feldbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2632034,50.0106962],[8.2631229,50.0107372],[8.2627832,50.0109268]]}",0.039,0,0,1,0.531
"(144602876, 8855911328)",33,Robert-Koch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2662035,49.9666228],[8.2662221,49.9659418]]}",0.076,0,0,0,0.771
"(1153084309, 255465213)",33,An der Plantage,"{""type"":""LineString"",""coordinates"":[[8.2187938,50.014313],[8.219569,50.0141703],[8.2196921,50.0141527]]}",0.067,0,0,1,1.83
"(34582553, 34582556)",33,Otto-Wels-Straße,"{""type"":""LineString"",""coordinates"":[[8.2943418,49.977826],[8.2953943,49.9781991]]}",0.086,0,0,1,0.115
"(280761301, 1687780641)",33,Hartmühlenweg,"{""type"":""LineString"",""coordinates"":[[8.23896,50.0157248],[8.2388172,50.0156769],[8.2386337,50.0155975],[8.2381573,50.0153435],[8.2380785,50.0152982]]}",0.079,0,0,1,0.924
"(1717859384, 11761725773)",33,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2588302,50.0021571],[8.2588832,50.0021553],[8.2589134,50.0021603],[8.2589382,50.0021707],[8.2589614,50.0021897],[8.2589678,50.0022061]]}",0.013,0,0,1,0.724
"(1413872949, 1413872942)",33,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2582371,49.9998669],[8.2582628,49.9998575],[8.2583004,49.9998438],[8.2583685,49.9998213]]}",0.011,0,1,0,0.731
"(1139862919, 734815271)",33,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2628505,49.9662954],[8.2630945,49.9663877],[8.2632406,49.9664343],[8.2633554,49.9664598],[8.2634586,49.9664729]]}",0.048,0,0,0,0.963
"(255899214, 255897896)",33,An den Reben,"{""type"":""LineString"",""coordinates"":[[8.2203952,50.0029222],[8.2203002,50.0030755],[8.2201407,50.0033861],[8.2201258,50.0034181],[8.2199587,50.0037308],[8.2199288,50.0037862],[8.2197749,50.0040702],[8.2197421,50.0041326],[8.2195757,50.0044512]]}",0.18,0,0,1,1.705
"(2444605891, 1619471604)",33,Am Winterhafen,"{""type"":""LineString"",""coordinates"":[[8.2819686,49.99453],[8.2812365,49.9952383],[8.2811759,49.9953012]]}",0.103,0,0,1,0.856
"(257809723, 257809118)",33,Josefsstraße,"{""type"":""LineString"",""coordinates"":[[8.2561332,50.0051708],[8.2562058,50.0051987],[8.25627,50.0052259]]}",0.012,0,0,1,0.615
"(255742634, 697205772)",33,An der Krimm,"{""type"":""LineString"",""coordinates"":[[8.2160763,50.009737],[8.2161623,50.009801],[8.2162433,50.0098724],[8.2162986,50.0099413],[8.2164671,50.0102005],[8.2166947,50.010578],[8.2167652,50.0107003],[8.2168201,50.0108508]]}",0.136,0,1,0,1.918
"(9719788263, 9718908473)",33,Holzhofstraße,"{""type"":""LineString"",""coordinates"":[[8.2760344,49.9950988],[8.2758624,49.9952537],[8.275667,49.9954055],[8.2755617,49.9954591],[8.2754523,49.9954979],[8.2753176,49.9955182],[8.2752432,49.9955258],[8.2751541,49.9955291],[8.2750184,49.995527],[8.2749222,49.9955181]]}",0.1,0,1,0,0.428
"(699791656, 6934958488)",33,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2566506,50.0045341],[8.2567861,50.0043807],[8.2568262,50.0043351]]}",0.025,0,0,1,0.617
"(7565879471, 9052530759)",33,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2606113,49.9622108],[8.2613401,49.962151],[8.2614993,49.9621396],[8.2615932,49.9621383]]}",0.071,0,0,0,0.916
"(7565879471, 9052530759)",33,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2606113,49.9622108],[8.2613401,49.962151],[8.2614993,49.9621396],[8.2615932,49.9621383]]}",0.071,0,0,0,0.916
"(1561408773, 1562158200)",33,Suderstraße,"{""type"":""LineString"",""coordinates"":[[8.2247998,50.0163849],[8.2244639,50.0162691],[8.2241452,50.0161593],[8.2238513,50.0160481],[8.2237533,50.0160192],[8.2235423,50.0159542],[8.223535,50.0159555],[8.2232438,50.0158819],[8.2232203,50.0158776],[8.2228852,50.0158159]]}",0.151,0,0,1,1.637
"(168485747, 697202498)",33,An den Mühlwegen,"{""type"":""LineString"",""coordinates"":[[8.2699763,49.9630808],[8.2697667,49.963069],[8.2695325,49.9630696]]}",0.032,0,0,0,0.365
"(9052530759, 144603355)",33,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2615932,49.9621383],[8.2616409,49.9621377],[8.26181,49.9621487],[8.2619772,49.9621719],[8.262163,49.9622023],[8.2630171,49.9624146]]}",0.107,0,0,0,0.819
"(10882880548, 1561816342)",33,Liebigstraße,"{""type"":""LineString"",""coordinates"":[[8.2351608,50.019697],[8.2350671,50.0195345],[8.2348939,50.0192056],[8.2348214,50.019096],[8.2347612,50.0190187],[8.2346949,50.0189434],[8.2346226,50.0188705]]}",0.1,0,1,0,1.391
"(7693311684, 158651946)",33,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2588227,49.9623594],[8.2582508,49.9624083]]}",0.041,0,0,0,1.116
"(1416659649, 10992709353)",33,,"{""type"":""LineString"",""coordinates"":[[8.2639048,50.0001614],[8.2640102,50.0002028],[8.2640353,50.0002144]]}",0.011,1,0,0,0.514
"(27362587, 256508266)",33,Römerwall,"{""type"":""LineString"",""coordinates"":[[8.258117500000001,49.9976299],[8.2581933,49.9976007],[8.2582806,49.9975758],[8.2583862,49.99756],[8.2584778,49.9975587]]}",0.027,0,1,0,0.799
"(255748293, 255756722)",33,Canisiusstraße,"{""type"":""LineString"",""coordinates"":[[8.2273833,50.0072309],[8.2273117,50.0072486],[8.2272342,50.0072624],[8.2271606,50.0072638],[8.2266479,50.007248]]}",0.053,0,0,1,1.129
"(1561768903, 255465361)",33,Turmstraße,"{""type"":""LineString"",""coordinates"":[[8.2327266,50.0154447],[8.2322615,50.0157702]]}",0.049,0,0,1,1.149
"(256521176, 256521164)",33,Stahlbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2614954,49.9906399],[8.2613479,49.990593],[8.2609778,49.9903748],[8.2607696,49.9902542],[8.2602029,49.9898867]]}",0.125,0,0,1,0.944
"(10902721910, 205071478)",33,Robert-Koch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2642544,49.958516],[8.2640719,49.958432],[8.2638722,49.9583694]]}",0.032,0,0,0,0.778
"(26815011, 2469857457)",33,Staudingerweg,"{""type"":""LineString"",""coordinates"":[[8.2331625,49.9922009],[8.2333635,49.9922134],[8.233504,49.9922355],[8.233642,49.9922779],[8.2337855,49.9923287],[8.233875,49.9923603],[8.2339074,49.9923717],[8.2344227,49.9924776]]}",0.096,0,0,1,1.42
"(254277870, 9526832472)",33,,"{""type"":""LineString"",""coordinates"":[[8.2554075,49.9986006],[8.2552948,49.9985537],[8.2548875,49.9984167],[8.2546566,49.9984038],[8.2546064,49.998401],[8.2538442,49.9983581],[8.2537747,49.9983562],[8.253768,49.9984136]]}",0.129,0,0,0,0.559
"(1825121002, 1825121007)",33,Ludwigsburger Straße,"{""type"":""LineString"",""coordinates"":[[8.2416888,50.0035959],[8.2416321,50.0036621],[8.2414571,50.0038651]]}",0.034,0,0,1,0.309
"(288781748, 288781551)",33,Gonsbachgärten,"{""type"":""LineString"",""coordinates"":[[8.23402,50.0090739],[8.2336647,50.0089731],[8.2328152,50.0088414],[8.2327144,50.0088258]]}",0.098,0,0,1,0.674
"(254803966, 256518410)",33,Schaftriebweg,"{""type"":""LineString"",""coordinates"":[[8.2619217,49.9827097],[8.261865,49.9827685],[8.2617894,49.9828242],[8.2616921,49.98288],[8.2615738,49.9829236],[8.2615133,49.9829438],[8.2614664,49.9829455],[8.2614262,49.982941],[8.2613875,49.9829259],[8.2612557,49.9828237],[8.2610125,49.9826109],[8.2608906,49.9825137],[8.2608569,49.9824957],[8.2608096,49.9824917],[8.2597172,49.9830573]]}",0.214,1,0,0,1.702
"(255459393, 1561803224)",33,Zeystraße,"{""type"":""LineString"",""coordinates"":[[8.2233753,50.0195947],[8.2233257,50.0203172]]}",0.08,0,0,1,1.946
"(255756722, 255748293)",33,Canisiusstraße,"{""type"":""LineString"",""coordinates"":[[8.2266479,50.007248],[8.2271606,50.0072638],[8.2272342,50.0072624],[8.2273117,50.0072486],[8.2273833,50.0072309]]}",0.053,0,0,1,1.129
"(697202650, 1855095332)",33,An der Goldgrube,"{""type"":""LineString"",""coordinates"":[[8.2664977,49.9893465],[8.2665622,49.9893324],[8.2671984,49.9891752]]}",0.054,0,1,0,0.915
"(261629607, 2075391314)",33,Jakob-Steffan-Straße,"{""type"":""LineString"",""coordinates"":[[8.2386298,50.006858],[8.2387854,50.0071446]]}",0.034,0,0,1,0.316
"(247701593, 168485680)",33,Klauerstraße,"{""type"":""LineString"",""coordinates"":[[8.2825486,49.9630569],[8.2833235,49.9631829],[8.2834518,49.963233]]}",0.068,0,0,1,0.413
"(30696526, 1693552363)",33,Wallaustraße,"{""type"":""LineString"",""coordinates"":[[8.2629333,50.0087371],[8.2629883,50.0086949],[8.2634683,50.0083194],[8.2635872,50.0082351]]}",0.073,0,0,1,0.427
"(2144575868, 2144575857)",33,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2553698,50.0033568],[8.2555496,50.003251]]}",0.017,0,1,0,0.49
"(30697088, 9890058989)",33,An der Allee,"{""type"":""LineString"",""coordinates"":[[8.2433941,49.9967947],[8.2440026,49.9966259],[8.2440801,49.9965998]]}",0.054,0,1,0,0.65
"(255754888, 4060293499)",33,Rektor-Forestier-Straße,"{""type"":""LineString"",""coordinates"":[[8.217125,50.0089505],[8.2177945,50.0091013],[8.2180577,50.0091503]]}",0.07,0,0,1,1.803
"(27715655, 27715662)",33,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.2622302,50.0116881],[8.262102,50.0117559],[8.2613364,50.0121546]]}",0.082,0,1,0,0.651
"(6734554846, 6734554838)",33,Am Fort Gonsenheim,"{""type"":""LineString"",""coordinates"":[[8.235421,50.0015474],[8.2351479,50.0013958],[8.2350879,50.0013668]]}",0.031,0,1,0,0.811
"(29566167, 821344620)",33,,"{""type"":""LineString"",""coordinates"":[[8.2813438,50.0083924],[8.2813963,50.0083809],[8.2814381,50.0083682],[8.2814846,50.0083499],[8.2815238,50.0083199],[8.2816227,50.0082124]]}",0.029,0,1,0,0.824
"(1695349169, 1733625614)",33,,"{""type"":""LineString"",""coordinates"":[[8.237931,50.0162799],[8.2379006,50.0162503],[8.2378171,50.0162078],[8.2376438,50.0161589],[8.237443,50.016107],[8.237411,50.0161132]]}",0.043,1,0,0,1.023
"(11306592083, 31272809)",33,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2894388,49.9782541],[8.2897741,49.9783744],[8.290475,49.9786259]]}",0.085,0,1,0,0.426
"(4716230115, 243355560)",33,Lion-Feuchtwanger-Straße,"{""type"":""LineString"",""coordinates"":[[8.2740217,49.9613727],[8.2740109,49.9614926],[8.2739758,49.9616453]]}",0.031,0,0,1,0.023
"(700974940, 9781058062)",33,,"{""type"":""LineString"",""coordinates"":[[8.233681,50.0141289],[8.2336963,50.0141046],[8.2337318,50.0140481],[8.2336471,50.0139409],[8.2336246,50.0139165],[8.2335149,50.0137856]]}",0.043,1,0,0,0.975
"(262906869, 262906874)",33,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.25424,50.0158389],[8.2556839,50.0150787]]}",0.133,0,1,0,1.15
"(7101318634, 1167526807)",33,Petersweg,"{""type"":""LineString"",""coordinates"":[[8.2804524,50.0170394],[8.2803835,50.017282],[8.2803237,50.0175922],[8.2803041,50.0178404],[8.2802953,50.0181851],[8.2803046,50.0183909]]}",0.151,0,0,1,0.546
"(6784697816, 6784748046)",33,Sömmerringstraße,"{""type"":""LineString"",""coordinates"":[[8.2575612,50.0113542],[8.2577263,50.0112624],[8.2579706,50.0111434]]}",0.038,0,0,1,0.89
"(210526655, 255741311)",33,Kurt-Schumacher-Straße,"{""type"":""LineString"",""coordinates"":[[8.2125202,50.0071669],[8.2127042,50.0068653]]}",0.036,0,0,1,2.18
"(317034136, 3828444968)",33,Biebricher Straße,"{""type"":""LineString"",""coordinates"":[[8.2589838,50.0272258],[8.2596871,50.0268434],[8.2605727,50.0263618],[8.2606264,50.0263326]]}",0.154,0,1,0,1.081
"(2147784970, 1974300442)",33,Weifert-Janz-Straße,"{""type"":""LineString"",""coordinates"":[[8.2410653,50.0043184],[8.2406735,50.0043244],[8.2403012,50.00433],[8.2401269,50.0043327],[8.2400401,50.0043187],[8.2400395,50.004250999999996],[8.2400393,50.0042274],[8.2400397,50.0041717]]}",0.09,0,0,1,0.307
"(6934846209, 255322339)",33,Mozartstraße,"{""type"":""LineString"",""coordinates"":[[8.2519639,50.0141706],[8.2526785,50.0137547],[8.252824,50.01367]]}",0.083,0,0,1,0.903
"(568752827, 29565429)",33,Eisenbahnstraße,"{""type"":""LineString"",""coordinates"":[[8.2814626,50.0084845],[8.2813344,50.008627],[8.2813064,50.0086657]]}",0.023,0,1,0,0.822
"(10806738621, 998587078)",33,Weißliliengasse,"{""type"":""LineString"",""coordinates"":[[8.2734054,49.9953485],[8.2735415,49.9953043],[8.2736185,49.9952869]]}",0.017,0,1,0,0.347
"(255465565, 8702614398)",33,Erzbergerstraße,"{""type"":""LineString"",""coordinates"":[[8.2315312,50.012949],[8.2318105,50.0130921]]}",0.026,0,1,0,1.016
"(255992416, 43196415)",33,,"{""type"":""LineString"",""coordinates"":[[8.2661703,49.9926243],[8.2662175,49.992595],[8.2662669,49.9925644],[8.2663364,49.9925213]]}",0.016,1,0,0,0.578
"(9964630216, 6788633303)",32,Am Judensand,"{""type"":""LineString"",""coordinates"":[[8.2406859,50.0084132],[8.2408179,50.0084413],[8.2408851,50.0084556]]}",0.015,0,0,1,0.188
"(117406374, 117422922)",32,An der Kirchenpforte,"{""type"":""LineString"",""coordinates"":[[8.243229,49.9840778],[8.2428196,49.9847142],[8.2427365,49.9848463],[8.2424927,49.9852263]]}",0.138,0,0,1,1.899
"(255465364, 255465365)",32,Turmstraße,"{""type"":""LineString"",""coordinates"":[[8.2311117,50.0165593],[8.2315916,50.0162287]]}",0.05,0,0,1,1.268
"(29566347, 261634996)",32,Darmstädter Landstraße,"{""type"":""LineString"",""coordinates"":[[8.3088932,50.0005309],[8.3091335,50.0003414],[8.3105643,49.9991469],[8.3118662,49.9980658],[8.3122357,49.997766]]}",0.389,0,1,0,2.218
"(699768214, 1153381679)",32,Albert-Schweitzer-Straße,"{""type"":""LineString"",""coordinates"":[[8.2417207,49.9856298],[8.241788,49.9856362],[8.2418215,49.9856394],[8.2419443,49.9857685],[8.2419656,49.9857909],[8.2419734,49.9858011],[8.242009,49.9858448]]}",0.034,1,0,0,1.839
"(10858745436, 6785127890)",32,,"{""type"":""LineString"",""coordinates"":[[8.2753682,49.9905029],[8.2750178,49.9903266],[8.2741897,49.9898849]]}",0.109,1,0,0,0.862
"(255757531, 255757532)",32,Erfurter Straße,"{""type"":""LineString"",""coordinates"":[[8.2186259,50.0056782],[8.2191082,50.005779],[8.219558899999999,50.0058575],[8.2205097,50.0060122],[8.2205978,50.0060265]]}",0.146,0,0,1,1.623
"(937034581, 697205560)",32,Schönbornstraße,"{""type"":""LineString"",""coordinates"":[[8.274243,49.9960147],[8.2747595,49.995554]]}",0.063,0,0,1,0.36
"(769291313, 769291285)",32,,"{""type"":""LineString"",""coordinates"":[[8.2664716,49.987304],[8.2665801,49.9873083],[8.2666371,49.9873105],[8.2667522,49.9873255]]}",0.02,1,0,0,1.131
"(1416659703, 697194408)",32,,"{""type"":""LineString"",""coordinates"":[[8.2641871,50.0003988],[8.2643024,50.0003664]]}",0.009,1,0,0,0.511
"(256124485, 256124486)",32,,"{""type"":""LineString"",""coordinates"":[[8.218661,49.9882412],[8.2186775,49.9882081],[8.2198335,49.9855433],[8.2198663,49.9854948]]}",0.317,1,0,0,2.229
"(7953391522, 291837822)",32,Rheingaustraße,"{""type"":""LineString"",""coordinates"":[[8.2502099,50.0320027],[8.25016,50.0320283],[8.249345,50.0323384],[8.2485905,50.0326178]]}",0.134,0,1,0,1.339
"(1576803316, 7953391522)",32,Rheingaustraße,"{""type"":""LineString"",""coordinates"":[[8.2514906,50.0313141],[8.2509896,50.0315883],[8.2507661,50.0317107],[8.2505615,50.0318227],[8.2502099,50.0320027]]}",0.119,0,1,0,1.434
"(43196415, 353107397)",32,Pariser Straße,"{""type"":""LineString"",""coordinates"":[[8.2663364,49.9925213],[8.2663155,49.9925954],[8.2663084,49.9926583]]}",0.015,0,0,0,0.571
"(190788111, 10024784102)",32,Heuerstraße,"{""type"":""LineString"",""coordinates"":[[8.2719451,49.9571915],[8.2716383,49.9569836]]}",0.032,0,1,0,0.436
"(3610842857, 3610842865)",32,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2469227,50.0080913],[8.2471326,50.0079361],[8.2474127,50.0077474]]}",0.052,0,1,0,0.194
"(698191465, 353203423)",32,Albert-Stohr-Straße,"{""type"":""LineString"",""coordinates"":[[8.2487697,49.9786236],[8.2487259,49.9786711],[8.2486432,49.9787773],[8.2485093,49.9789511],[8.2484784,49.9789978]]}",0.047,0,0,1,2.54
"(4751405742, 2853073607)",32,Hartmühlenweg,"{""type"":""LineString"",""coordinates"":[[8.2399696,50.0156822],[8.2401702,50.0156098]]}",0.016,0,0,1,0.899
"(255462761, 1211222851)",32,Turmstraße,"{""type"":""LineString"",""coordinates"":[[8.2287719,50.0182371],[8.2285206,50.0184028],[8.2284151,50.0184836],[8.2281194,50.0187038]]}",0.07,0,0,1,1.569
"(1162195786, 255900476)",32,An Schneiders Mühle,"{""type"":""LineString"",""coordinates"":[[8.2317178,50.0038202],[8.23197,50.0036514],[8.2321508,50.0035304]]}",0.045,0,0,1,0.898
"(1162195786, 255900476)",32,An Schneiders Mühle,"{""type"":""LineString"",""coordinates"":[[8.2317178,50.0038202],[8.23197,50.0036514],[8.2321508,50.0035304]]}",0.045,0,0,1,0.898
"(30696521, 2141924076)",32,Josefsstraße,"{""type"":""LineString"",""coordinates"":[[8.2626917,50.0102868],[8.262958,50.0105015]]}",0.031,0,0,1,0.536
"(6767595712, 122169706)",32,Schwarzenbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2804247,50.0111459],[8.2803841,50.0111461],[8.2803602,50.0111495],[8.2803421,50.011158],[8.2803289,50.0111789],[8.280078,50.0119308],[8.2800754,50.0119544],[8.28008,50.0119767],[8.280096,50.0119912],[8.2801333,50.0120075],[8.2801735,50.0120151]]}",0.108,0,0,1,0.821
"(10103105493, 30652163)",32,Hattenbergstraße,"{""type"":""LineString"",""coordinates"":[[8.243948,50.0148078],[8.2441412,50.0145859],[8.2448204,50.0140023],[8.245207,50.0137274],[8.2453662,50.0136299]]}",0.166,0,1,0,0.646
"(27636507, 1323661647)",32,Sophie-Cahn-Straße,"{""type"":""LineString"",""coordinates"":[[8.2483453,50.0016754],[8.2483586,50.0015862],[8.2483934,50.0013532],[8.2485142,50.0005448],[8.2485578,50.0002524],[8.248562,50.0002233]]}",0.162,0,0,1,0.038
"(541408843, 598472964)",32,Benjamin-Franklin-Straße,"{""type"":""LineString"",""coordinates"":[[8.2538451,50.0012846],[8.2537842,50.001377],[8.2537674,50.0014115],[8.2536902,50.0014708]]}",0.024,0,0,1,0.366
"(459041378, 459041373)",32,Vogelsbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2784918,49.9734859],[8.277565,49.9733512],[8.2773224,49.9733077]]}",0.086,0,0,1,1.194
"(256034348, 6483912236)",32,Mainzer Straße,"{""type"":""LineString"",""coordinates"":[[8.2172253,50.0009478],[8.2175427,50.001001],[8.2175979,50.0010104],[8.2177186,50.0010311]]}",0.036,0,1,0,1.955
"(264942165, 264942256)",32,Alfred-Mumbächer-Straße,"{""type"":""LineString"",""coordinates"":[[8.2562964,49.981803],[8.2565725,49.9814446],[8.2566262,49.9813748]]}",0.053,0,0,1,1.973
"(2441255733, 2440400046)",32,Langenbeckstraße,"{""type"":""LineString"",""coordinates"":[[8.2606868,49.9923705],[8.2608151,49.9922833]]}",0.013,0,1,0,0.844
"(247429028, 256029266)",32,Budenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2067481,49.9992231],[8.2060051,49.9999289]]}",0.095,0,1,0,2.287
"(8855911329, 8855911328)",32,Robert-Koch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2662413,49.9652365],[8.2662221,49.9659418]]}",0.078,0,0,0,0.721
"(920616991, 39711766)",32,Elsa-Brändström-Straße,"{""type"":""LineString"",""coordinates"":[[8.2115965,50.008568],[8.2117898,50.0082986]]}",0.033,0,0,1,2.245
"(222009002, 769855341)",32,An der Goldgrube,"{""type"":""LineString"",""coordinates"":[[8.2778288,49.9878655],[8.2787383,49.9879841],[8.2789276,49.9880042],[8.2790194,49.9880139]]}",0.087,0,1,0,1.204
"(4171946961, 198283118)",32,Am Rodelberg,"{""type"":""LineString"",""coordinates"":[[8.2680438,49.9815866],[8.2679419,49.9816825],[8.2675714,49.9816395],[8.2672377,49.9816008],[8.2668721,49.9815616]]}",0.091,0,0,1,1.745
"(8458040773, 27715109)",32,Diether-von-Isenburg-Straße,"{""type"":""LineString"",""coordinates"":[[8.2705938,50.0075285],[8.270537,50.0075021],[8.2696446,50.0070866]]}",0.084,0,0,1,0.091
"(255465536, 210533512)",32,Erzbergerstraße,"{""type"":""LineString"",""coordinates"":[[8.2274393,50.0118108],[8.2276134,50.011791],[8.227727,50.0118085],[8.2290431,50.0120605],[8.2292236,50.0121344]]}",0.134,0,1,0,1.117
